,,,,,,,,,,
,"СПИСЪК НА ПАРАЛЕЛКИТЕ С ДЪРЖАВЕН ПЛАН-ПРИЕМ В VIII КЛАС ЗА УЧЕБНАТА 2022/ 2023 ГОДИНА В ОБЛАСТ СОФИЯ-ГРАД 
с кодове и балообразуване",,,,,,,,,
,,,,,,,,,,
№,Район,Училище,Идентификатор / КОД,Паралелка ,Тип,Балообразуване,Брой паралелки,Общо основание,Мъже,Жени
32,Възраждане,"30 СРЕДНО УЧИЛИЩЕ ""БРАТЯ МИЛАДИНОВИ""",1308,Природни науки - ИЕ интензивно,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЗО + 1 * ЧЕз),1,26,0,0
33,Възраждане,"30 СРЕДНО УЧИЛИЩЕ ""БРАТЯ МИЛАДИНОВИ""",2602,Икономическо развитие - АЕ интензивно,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * ГИ + 1 * ЧЕз),1,26,0,0
34,Възраждане,"32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ  ЕЗИЦИ ""СВЕТИ КЛИМЕНТ ОХРИДСКИ""",2771,Чужди езици - АЕ интензивно /НЕ,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),1,0,13,13
35,Възраждане,"32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ  ЕЗИЦИ ""СВЕТИ КЛИМЕНТ ОХРИДСКИ""",2773,Чужди езици - АЕ интензивно / ИЕ,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),1,0,13,13
36,Възраждане,"32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ  ЕЗИЦИ ""СВЕТИ КЛИМЕНТ ОХРИДСКИ""",2775,Чужди езици - АЕ интензивно / ФЕ,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),1,0,13,13
37,Възраждане,"32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ  ЕЗИЦИ ""СВЕТИ КЛИМЕНТ ОХРИДСКИ""",2777,Чужди езици - АЕ интензивно  /РЕ,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),1,0,13,13
38,Възраждане,"32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ  ЕЗИЦИ ""СВЕТИ КЛИМЕНТ ОХРИДСКИ""",3371,Софтуерни и хардуерни науки - АЕ интензивно /НЕ,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),1,26,0,0
39,Възраждане,"32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ  ЕЗИЦИ ""СВЕТИ КЛИМЕНТ ОХРИДСКИ""",3372,"Природни науки - АЕ интензивно/ ИЕ, БЗО и ХООС",профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),1,26,0,0
40,Възраждане,"91.НЕМСКА ЕЗИКОВА ГИМНАЗИЯ Професор Константин Гълъбов"", ГР.СОФИЯ",2644,Чужди езици - НЕ интензивно /АЕ,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),7,0,91,91
41,Възраждане,"134. средно училище  ""Димчо Дебелянов"", ГР.СОФИЯ",1952,Чужди езици - АЕ интензивно / Иврит,профилирана,(3 * БЕЛ + 1 * МАТ) + (1 * БЕЛ + 1 * ЧЕз),1,26,0,0
42,Възраждане,"134. средно училище  ""Димчо Дебелянов"", ГР.СОФИЯ",1961,Природни науки - АЕ интензивно   /Иврит,профилирана,(2 * БЕЛ + 2 * МАТ) + (1 * БЗО + 1 * ХООС),1,26,0,0
43,Възраждане,"134. средно училище  ""Димчо Дебелянов"", ГР.СОФИЯ",1968,Софтуерни и хардуерни науки - АЕ интензивно  / Иврит,профилирана,(1 * БЕЛ + 3 * МАТ) + (1 * БЕЛ + 1 * ИТ),1,26,0,0
44,Възраждане,"НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ  ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА ""М. В. Ломоносов"", ГР.СОФИЯ",317,Медицинска техника - НЕ,професионална,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),1,26,0,0
45,Възраждане,"НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ  ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА ""М. В. Ломоносов"", ГР.СОФИЯ",319,Измервателна и организационна техника - АЕ,професионална,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),1,26,0,0
46,Възраждане,"НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ  ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА ""М. В. Ломоносов"", ГР.СОФИЯ",321,"Кинотехника, аудио- и видеосистеми - АЕ",професионална,(2 * БЕЛ + 2 * МАТ) + (1 * БЕЛ + 1 * М),2,52,0,0
